NAME	DESCRIPTION	NI_V_1	NI_V_2	NI_V_3	NI_V_4	NI_V_5	I_V_1	I_V_2	I_V_3	I_V_4	I_V_5
ENSMUSG00000050271	NA	287.9470067	332.0294542	338.7908683	130.2574513	306.8550947	344.3034796	186.2772959	174.4400515	387.7344056	298.3887068
ENSMUSG00000050272	NA	3.555828505	4.418156843	2.892010655	0	3.152376578	3.459730987	4.30956784	1.081026707	2.298263028	0
ENSMUSG00000050288	NA	93.160158	128.1203184	55.18340189	35.03019573	54.71650984	71.80492194	44.56208435	28.61408869	41.83359721	91.19020663
ENSMUSG00000050295	NA	3.534552908	6.540264665	0.967412291	0	3.200169722	1.355449651	1.088528486	2.189927804	0	2.571656643
ENSMUSG00000050296	NA	34.14880787	19.59116551	40.59332545	21.65564455	7.167512729	121.9343889	108.4645212	43.93564631	15.25900828	76.11601187
ENSMUSG00000050299	NA	2710.185641	3070.684189	2827.484898	5398.661697	3386.638389	1896.840125	4004.537656	3965.476306	4660.332296	2054.042633
ENSMUSG00000050304	NA	0.703615136	0	0	1.06095408	1.089888245	0.682130948	0	0	1.145188086	0
ENSMUSG00000050310	NA	247.6801776	210.7567762	216.791416	131.042709	198.3896463	304.0396327	170.480369	187.454834	179.2081902	322.4380228
ENSMUSG00000050312	NA	191.9235689	158.7586645	299.1956351	252.4477577	276.9192852	106.9519261	151.2605333	188.0815545	36.90303197	86.78085819
ENSMUSG00000050315	NA	1157.434977	1785.96115	495.4774442	305.2489959	406.9381568	764.3044141	595.5160291	305.2028579	537.0621781	1110.695714
ENSMUSG00000050321	NA	2.198358593	3.103820557	1.930207329	0.990087708	11.82263844	1.435156781	1.021961989	1.106483409	3.338776463	7.111036817
ENSMUSG00000050323	NA	134.4317091	50.85189481	135.2688899	276.4468895	81.94294468	18.59972997	67.03929875	71.2273749	260.7916953	55.79733456
ENSMUSG00000050332	NA	95.4434913	84.97621743	83.95578071	31.67430065	56.87318025	91.27664911	62.15653747	62.49736884	49.45013983	110.1379902
ENSMUSG00000050335	NA	2640.762785	4396.068417	5932.706115	9444.554725	6717.986146	4195.738958	11120.81706	11035.15203	8155.653771	3860.365376
