Row,iCD_PC1,iCD_PC2,iCD_PC3,iCD_PC4,iCD_PC5,iCD_PC6,iCD_PC7,iCD_PC8,iCD_PC9,iCD_PC10,iCD_PC11,iCD_PC12,iCD_PC13,iCD_PC14,iCD_PC15,iCD_PC16
SCPEP1,0.031039941,-0.004625032,0.010899725,-0.006484686,0.019260006,0.004208171,0.014507743,0.017250746,-0.008025027,0.010689379,-0.010339024,-0.000357727,0.00793953,-0.00281141,0.016119925,-0.002397762
SCRN2,0.018889653,-0.022151741,-0.015258933,-0.02717307,-0.023537873,0.006451221,-0.007594395,-0.018642261,-0.013901948,-0.013447646,-0.003903482,-0.007644171,0.023055321,0.018650523,0.002776293,0.008180222
SCTR,0.005995428,-0.019547927,0.004301503,-0.010435093,-0.002900898,0.005927088,0.004704477,-0.006560947,-0.038665769,-0.022885856,-0.031930071,0.026387138,0.013919584,-0.014671443,-0.013087043,-0.046063259
SCUBE3,-0.007569998,-0.023735103,0.00221367,-0.000132684,0.014161754,-0.000994373,-0.017027779,-0.008075208,0.004025666,-0.007621228,-0.033023238,-0.014737809,0.019999604,-0.041878544,0.011768218,-0.037207724
SDC2,-0.023279233,-0.001099188,0.02915768,-0.014892754,0.02355096,0.012574411,-0.010763023,0.027911376,-0.004697759,-0.008584574,0.01681539,-0.019328704,0.004287605,-0.001314645,-0.008593781,0.007482363
SDCCAG8,-0.012156894,-0.020162222,0.008867227,-0.010818215,-0.009852528,0.005370854,-0.00582065,-0.017563851,-0.002011823,-0.052069747,-0.004600895,0.028366956,0.005303556,-0.020589523,-0.00882419,0.026718913
SDR39U1,-0.011665067,-0.017185436,0.001222645,-0.019518245,-0.024785108,0.027138437,0.014453555,0.016924787,-0.008083173,0.01443559,-0.013885654,0.028128138,0.00708961,0.009288417,0.016827263,-0.0197526
SEC14L2,0.029699488,-0.014984146,0.002084509,-0.017371575,-0.015014252,0.033223694,-0.004134145,-0.003498896,-0.006512026,-0.007197269,0.002039616,-0.008401118,-0.010317829,0.010016418,-0.010311855,0.006771831
SEC14L4,0.001866918,-0.016004957,0.01494013,0.017616229,-0.005933441,-0.000646958,0.034141029,-0.002989976,0.032877568,-0.006516119,0.007041785,0.030334968,0.037271807,0.012673013,-0.008758441,6.45E-05
SEC23A,0.032409805,-0.024596489,-0.001646016,0.00374389,-0.009959014,0.003384575,0.007376588,0.015646166,0.023251134,0.002613435,0.006850518,0.005727298,0.009060078,-0.006127808,0.0065561,-0.000938396
SEC23IP,-0.023875827,0.004909289,0.001118415,-0.014944497,-0.029100394,0.014563721,0.032225229,0.004234196,-0.026517283,0.010839502,0.012178077,-0.026151457,-0.021137646,-0.011708929,0.003907885,-0.01755777
SEMA3A,-0.02057828,-0.01369308,-0.002742653,-4.63E-05,0.001364624,0.031294514,0.026564657,0.006901076,-0.00490733,0.018523369,-0.020615635,-0.012164629,-0.036560769,0.043879498,-0.008523802,-0.00501591
SEMA3C,-0.025389014,0.010095872,-0.027248616,0.013973263,-0.02375747,-0.015177289,-9.53E-05,-0.018271225,-0.008840229,0.004063061,-0.007112825,-0.023102635,0.002308016,-1.93E-06,-0.018587482,-0.001300775
SEMA3D,-0.01625299,-0.0263996,0.001981193,0.007158812,0.014435391,0.009888717,0.018208001,0.002854965,-0.001930495,0.009325363,-0.0276032,0.00472906,0.029966893,0.010354175,0.038185402,0.024173065
SEMA6A,0.019012534,-0.004924284,-0.019258184,0.029644941,0.021625319,-0.022515921,-0.032102806,0.001706851,0.011562886,-0.004142419,-0.00055406,-0.004451884,0.012800799,0.013059599,-0.007819828,0.015616131
SENP8,-0.007415489,-0.00511669,-0.032383965,0.017593077,-0.006103533,0.008700327,0.00722048,0.008459665,-0.029760211,-0.001911729,0.014046128,0.020872851,-0.001234131,0.016635278,0.02196873,0.015184971
SEPHS2,0.00181905,0.006157136,-0.011888637,0.012321918,-0.013959635,0.009056412,-0.022601656,0.020058328,-0.019403324,-0.022497729,-0.000691968,-0.032871334,-0.001644539,-0.00742793,0.025474202,0.011889544
SERINC3,0.009428329,0.030748149,-0.004246909,-0.005721486,0.023332858,-0.035703456,-0.01112658,-0.020202113,0.000663577,0.007415527,-0.007654647,0.00689394,0.00866241,-0.014981275,-0.012739225,-0.016463045
SERPINB1,-0.018983098,0.019987318,-0.022531349,-0.03001486,0.017514265,0.002525968,0.007452864,-0.001401544,-0.001830655,0.020823188,-0.013591316,0.013851927,0.009473459,0.009706067,0.005195375,0.015366224
SERPINB11,-0.01571668,-0.01689268,0.041208951,0.008219558,0.011933713,0.009934284,0.000454754,-0.017501603,-0.00339907,-0.005055112,0.000697455,0.001427484,0.004775198,-0.00583854,0.014140048,0.01173202
SERPINB5,-0.017554548,-0.005130744,-0.015610842,-0.026650785,-0.004527755,0.018579572,-0.006857615,-0.016886551,-0.019366456,0.035440974,-0.005870963,-0.02921952,-0.00045551,-0.028216234,-0.009541854,0.008552808
SERPINB6,0.01223162,0.002386814,-0.034741822,-0.00951077,0.007594647,0.018516784,0.004113537,-0.008342934,-0.030325287,0.010282558,0.023438809,0.009332716,0.022398056,0.011259995,-0.011017698,0.016717207
SERPINF2,-0.002072116,0.00052287,-0.01116702,0.001972188,-0.031851116,0.00067101,0.000893458,-0.01524365,-0.016466928,0.032889251,0.010855346,-0.022779722,-0.009524577,-0.024803709,-0.047096742,-0.021197617
SERTM1,-0.002014335,0.022190438,0.021658439,0.0163814,0.032365742,0.005986463,0.038260125,0.003217659,-0.027920262,0.012434984,0.002811962,0.010680323,0.001856816,0.00685818,0.016077771,0.004338837
SESN1,-0.014632172,0.006149805,0.014825766,0.006463685,0.015218798,-0.038427253,0.037056632,-0.013884632,-0.024047005,0.007882073,-0.023215824,0.010159602,-0.023903226,-0.003458014,0.012114167,0.011865678
SESTD1,0.02331468,-0.021612707,-0.020517428,-0.001663561,0.020018654,-0.019431781,0.031568039,0.018684663,0.015689477,0.021881753,-0.005032492,-0.001458189,0.006883745,-0.000586909,0.00234365,-0.000862095
SETBP1,-0.011557435,-0.009544649,0.044581454,0.022629919,-0.00702316,-0.007739007,-0.010852121,-0.009538078,0.003474727,0.006850678,0.006839558,-0.007820298,0.003519632,-0.009674724,0.001991894,-0.004058244
SETD4,0.000496199,-0.014847078,-0.021212252,-0.015512208,-0.029825447,-0.018587588,0.036425567,0.008000727,-0.016294076,0.001555069,0.031762576,-0.001901072,-0.020052755,-0.009265111,0.003879827,0.008961284
SFMBT1,-0.005412655,-0.014732681,-0.008309718,0.021593895,0.015336993,-0.034508437,-0.007471705,-0.029692458,-0.011863364,0.004710035,0.013511186,0.051600574,-0.025661341,0.016018866,0.005119643,0.003838872
SFRP1,-0.013000999,-0.022734197,-0.006761555,-0.012027954,0.017897289,0.037901522,-0.002752866,0.003214609,0.014270045,0.018229474,0.004187023,0.02135852,0.016088112,0.013711297,-0.001949104,-0.001763373
SFRP2,-0.010889812,-0.014947225,0.003985935,-0.030568251,-0.003942633,0.031966077,-0.02606977,0.002100497,0.008742643,-0.004898236,-0.022715174,0.003985504,-0.037138006,-0.002933163,-0.015629106,0.009525089
SFT2D2,0.030519623,0.003956461,0.016347462,0.01585244,-0.002342226,-0.025768088,0.010565304,0.014305,-0.004149746,-0.002045472,0.021260171,-0.023673619,0.013360535,-0.006433072,0.00300587,0.011301708
SFXN1,0.030202288,0.018248268,-0.006721096,0.013887111,-0.000153555,-0.0146758,-0.009708072,-2.33E-05,-0.011554334,-0.024510967,0.006659468,0.002217552,0.001213602,-0.004476403,0.029875446,-0.006727718
SFXN2,-0.016866192,-0.02603879,-0.023611491,0.000972874,0.004281307,0.016341677,0.005316217,0.010663985,-0.009194004,0.034941878,0.006390862,0.019705841,-0.018293089,-0.02722439,-0.011050325,0.016665214
SFXN5,0.00708526,-0.014997895,-0.026496465,-0.017053821,0.014590677,-0.031338067,-0.011310399,0.007198592,-0.020951894,0.018124358,-0.018330528,-0.015728154,-0.025295647,-0.005748776,0.000724647,-0.040039075
SGF29,0.007587389,-0.002243072,0.018541261,-0.014327727,0.013313457,-5.92E-05,-0.021044403,0.019422468,-0.01553555,0.000865895,0.028296101,0.032950849,-0.055773075,-0.018560165,0.011195231,-0.013872418
SGMS2,0.031689646,0.011391037,-0.004102793,-0.001139439,-0.015715827,-0.006295277,-0.007148712,-0.006329781,0.000916583,0.011011012,0.041687779,0.002498598,-0.013757347,-0.021441701,0.009893495,-0.001124454
SGPL1,0.03493448,-0.005373568,-0.007746291,0.002265908,-0.000806932,-0.022245337,-0.004499446,-0.000893569,0.010874456,0.001616595,0.015851489,-0.003247822,0.014715174,0.002347637,-0.006975481,0.027341093
SGPP1,-0.003146475,0.009548929,0.04170043,0.008998192,-0.020406587,-0.008379761,-0.012333391,-0.019037057,0.003489658,-0.004009311,-0.004614751,0.002587014,0.013016375,0.000750953,0.018867525,0.032331445
SGPP2,0.005098557,0.013914387,-0.033107439,0.011732044,-0.038739082,-0.014698587,-0.013817892,-0.002303253,0.007066201,0.021595177,-0.007375394,-0.022987395,-0.001453953,-0.00210453,-0.024429642,-0.00126567
SGSM1,-0.01090748,-0.021808712,0.013157772,0.00120905,0.008706616,0.015739433,-0.002755397,0.017961419,-0.034489284,-0.014073973,-0.030080616,-0.043462965,-0.014357894,-0.018166552,0.006787054,0.020817728
SGSM2,0.004801962,-0.031382677,-0.01706758,0.002561636,0.021630046,-0.009978195,-0.001221223,-0.023686321,-0.024365255,-0.002162976,0.048490791,0.006109949,0.004433816,-0.004727036,0.009663277,0.009794351
SGSM3,-0.015823543,-0.024716037,-0.027823937,-0.011044508,-0.029256511,0.004284416,0.020401056,-0.020105052,-0.008681395,0.007410156,0.013074725,0.006275262,-0.018423356,-0.010615614,-0.0130377,0.002597909
SH2B3,-0.002797182,-0.035518279,-0.011635883,-0.017938903,0.001512429,-0.01146988,-0.027036114,0.022968729,-0.023438323,-0.005689651,0.006868631,0.017520102,-0.007129898,0.020065844,0.021773868,0.000822711
SH2D1B,0.013550278,0.000174564,0.019069326,0.004543694,0.007214507,-0.019474483,0.036705967,-0.021180716,0.029284655,0.040937105,-0.007926277,0.00583557,-0.023787667,-0.009957012,0.008357303,0.00943483
SH2D4A,-0.029125344,0.013375666,-0.02646958,-0.00824555,-0.009713669,-0.010766971,-0.003563015,0.008096393,-0.004208828,-0.008075735,0.003918683,0.020582578,0.009832645,0.000948868,-0.000119723,0.016705341
SH3BGRL2,0.016840889,0.024739997,-0.027976555,0.015636169,-0.020950287,-0.00380816,-0.015841702,0.003992142,-0.015932444,-0.002556152,-0.011867319,-0.027207879,0.020881558,-0.010590834,-0.003170413,-0.00928826
SH3BP5L,0.001298456,-0.027760931,-0.000791533,0.001785842,0.009891373,0.007204174,0.011283282,-0.000500257,-0.043685288,0.009025992,-0.013514346,-3.47E-05,-0.029965057,0.011225089,0.014557299,-0.023639846
SH3D21,-0.005034365,-0.041769261,-0.010304753,0.018203836,0.010181297,-0.001495624,-0.021562308,0.002042807,-0.017652776,0.002860985,-0.008065241,-0.011267787,0.019117081,0.006897946,0.017619307,-0.015728112
SH3GL1,-0.000339942,-0.017331768,0.002529895,0.002919087,-0.004180337,0.002282085,0.024006508,-0.002840911,0.03976211,0.027359902,0.012574552,0.026162099,0.015973102,0.028843682,-0.024078734,-0.022069607
SH3GL2,0.005611517,-0.014260012,0.004891553,-0.006918978,-0.027936694,-0.010048867,0.010744322,0.018295009,0.00840928,0.030467995,-0.009482268,-0.005104424,-0.006973921,0.049735392,-0.01426225,0.002968166
SHISA5,-0.020793805,0.002795632,0.017208712,0.032258722,0.006711572,0.002698027,-0.015085985,-0.0279133,-0.003691424,-0.007082973,0.006964197,0.019405645,0.016614191,0.020128053,-0.005635028,0.023794762
SHMT1,0.013413483,-0.005253423,-0.007570029,-0.002179499,-0.012202025,-0.002101346,0.023444185,0.017605856,0.006082936,-0.017819784,-0.027941208,-0.000320071,-0.036893288,-0.008964938,0.007033971,-0.034489216
SHPK,0.00891041,0.023989668,0.007784703,-0.036289653,-0.030777289,0.001615913,-0.011894758,0.006288574,-0.014919221,-0.01279855,0.002710451,0.004697497,0.008822288,0.014885022,0.014747637,-0.00585663
SHROOM2,-0.020128455,0.001938687,0.019958577,0.013096917,0.003470976,-0.019661578,-0.028060697,-0.010220055,0.004243422,-0.003038379,0.003223628,-0.01630769,-0.002744722,0.014205709,-0.011737108,-0.014389427
SI,0.014438245,-0.025512048,-0.009664826,0.000538214,0.02795559,0.007284994,-0.036983768,-0.010162305,-0.008794598,0.00396067,0.011831868,-0.005640268,0.020115042,0.015603189,0.030132506,-0.021909621
SIAE,0.000656982,0.024523444,-0.025507238,0.014034877,-0.00748319,-0.018673009,0.034858487,0.001550343,-0.043802462,-0.011403019,0.000342378,-0.006151498,0.00024796,0.001801525,-0.006356723,-0.005629937
SIDT1,-0.005006495,0.019202725,0.033445072,-0.020084638,0.00436253,-0.013151187,0.014569648,0.020268502,-0.00316427,0.022653213,-0.006678636,-0.004696475,-0.003168831,0.012763383,0.01088981,-0.006082027
SIDT2,0.036213135,-0.005612121,-0.01250455,-0.005030019,-0.01022289,0.005707907,0.009942733,0.005559567,-0.014118072,0.002150732,0.003551444,-0.024592792,0.011509038,0.011701,0.000279829,0.014941863
SIGLEC10,-0.013323089,-0.010742241,0.046884193,0.010487454,0.002214433,-0.007828331,0.010580271,-0.009884766,-0.006907407,0.006084864,0.018074098,-0.017598566,0.003902402,0.001220933,0.004116165,-0.002538842
SIGLEC8,0.012866053,-0.007338155,-0.005957226,0.000272223,-0.007415422,0.012299148,0.004882489,0.022842589,-0.006134486,0.006864053,0.000138387,-0.041725993,-0.008143905,0.008018339,0.055124519,-0.02788204
SIGMAR1,0.020084192,-0.016903035,-0.012070632,-0.024357564,-0.001965529,-0.001617288,-0.037939831,-0.009082399,-0.004419429,-0.001115693,0.011462616,0.01035538,-0.016476885,-0.013628631,-0.00093696,0.01559607
SIKE1,0.012102604,-0.006902751,0.016508403,0.015665155,-0.038381,-0.022744952,0.004806158,0.010590569,0.018873503,0.016540025,0.00781355,-0.026099447,-0.01260584,0.009735394,-0.002963338,-0.020804484
SIL1,-0.007515186,0.000880699,-0.013379877,0.028683877,-0.008555977,-0.002598942,-0.01568224,-0.011790722,-0.007144783,0.019570506,-0.005862109,0.020166808,0.006530157,-0.026227555,-0.034294692,-0.04502112
SIRT2,0.021213774,-0.012875899,-0.014606264,-0.016754148,0.010934661,0.003150837,-0.004576843,0.007215438,0.017283407,-0.012688402,0.005227346,-0.013193773,-0.040974235,0.026038069,0.032157472,-0.001662064
SIX2,0.011987472,-0.009988223,-0.010242732,-0.021478721,-0.016837315,0.011139075,0.009795139,0.006976368,0.045879499,-0.01113474,0.019306386,-0.005126259,-0.015005847,0.018855441,-0.017350529,0.00285305
SKAP2,-0.003398291,0.036125506,0.012330701,0.017029908,0.02114221,0.006861261,0.012247177,0.002344687,0.003902279,0.002419724,0.007988998,0.005401382,-0.010486369,-0.021993131,-0.03062648,0.031463935
SKP1,0.002065839,0.016006318,-0.016909055,0.040856571,0.033251781,-0.0028858,-0.013568402,-0.015607612,-0.011760479,-0.007430423,0.00533268,-0.02608185,0.014734026,0.008906113,0.005872434,0.015262586
SLC10A2,-0.001503714,-0.008000186,-0.013868419,-0.01554098,0.01210023,-0.00613013,0.012702049,0.017347098,0.005558466,-0.000205636,0.021384866,0.046524895,0.041948157,-0.031695701,-0.003156577,-0.015636652
SLC10A3,-0.033873228,0.018502654,-0.015117635,0.000763591,-0.008803914,-0.010852786,-0.006169315,-0.006655648,0.002930684,0.004760422,0.016795392,-0.020640822,0.002886829,-0.003149875,-0.013870309,0.001096172
SLC12A2,-0.019985341,0.005369046,-0.011286212,0.024946553,-0.02096956,0.029368451,-0.010208813,0.040289615,-0.020297909,-0.015563302,0.000848451,-0.01093806,0.002705856,-0.005996256,-0.014193212,-0.011407605
SLC13A1,0.026876458,0.02090477,0.018140349,0.011608849,0.007815035,-0.003872112,0.000483272,0.009041861,-0.012025354,-0.003505471,-0.005529517,0.004017686,-0.011779583,-0.020525487,-0.023092914,0.008172232
SLC14A1,-0.01153562,-0.001110221,0.021944748,0.005903186,0.014806673,0.015698506,0.008751895,0.023805273,0.019338886,-0.00577074,-0.007674996,-0.004784071,-0.020841599,0.002626306,0.02578858,-0.005980126
SLC15A1,0.035575866,0.006185124,0.009344627,-0.000837348,0.00949269,0.002315965,0.008925962,0.004345392,-0.027470011,-0.011334052,-0.006292117,0.00732751,-0.005971128,0.00253589,-0.002525247,-0.003794356
SLC16A1,-0.014151826,0.017255414,-0.016583796,0.001890837,-0.043699715,0.010439595,-0.017905585,-0.006930696,-0.003402065,-0.006002501,-0.01589316,-0.029537985,0.022000684,-0.001005433,-0.01282146,-0.030646226
SLC16A10,0.004964806,-0.013983484,0.006820606,-0.026897131,0.020873996,0.037034103,-0.038293185,0.017345106,-0.009023868,-0.027712335,0.011664286,-0.018255586,0.00023833,-0.000179304,0.005896405,0.002979003
SLC16A14,-0.018510511,-0.012211679,-0.012334572,-0.010037278,0.030059351,0.006449044,-0.028562862,0.036744078,0.004080348,0.001979706,0.01347861,-0.0167304,0.021016367,-0.019500991,-0.00359849,-0.017710786
SLC16A9,0.004318897,-0.001428091,-0.016092884,-0.017245757,-0.01089487,0.0042401,0.008077321,0.01731432,-0.012358977,-0.014065703,-0.007568001,-0.014453355,0.014020364,0.056144846,0.026119936,0.007400892
SLC17A4,0.03518711,-0.002594583,-0.012608689,0.003210177,0.000129618,-0.009967593,0.003862714,-0.004619383,-0.006829553,-0.020661286,0.009897269,-0.010337327,0.005869591,0.012221842,-0.001091063,0.026236859
SLC17A5,0.025915888,0.013305954,-0.025687174,-0.007917391,-0.021993015,0.010337563,0.015892566,-0.012057667,0.010736336,0.010158113,0.014758783,-0.005256869,-0.009772123,-0.007029356,-0.002418609,0.006055271
SLC17A8,-0.011356641,-0.016464523,0.006376054,0.017774317,0.007692347,0.021894969,0.02390331,0.006416335,0.020458072,0.002686982,-0.021196877,0.025545035,0.028922082,-0.017056429,0.015662096,0.020187926
SLC17A9,-0.024924366,-0.009021377,-0.0136515,-0.008416617,-0.004423116,-0.028310025,0.009494541,-0.00917079,0.017026309,0.003935091,0.01163978,0.011022465,-0.002168999,-0.002598066,0.007910281,-0.017754492
SLC18A1,-0.010096435,-0.011414538,-0.0035489,-0.016459293,-0.006573042,0.030172058,0.014095779,0.002532269,-0.037116297,-0.017820607,-0.02227873,0.026928673,-0.000568095,-0.006891241,0.001957816,0.016255523
SLC1A1,0.03895416,0.002916866,-0.000521276,0.004736342,0.001849396,-0.009792611,0.003655692,0.01741774,-0.003249406,-0.002238649,-5.05E-05,0.001452061,-0.001633276,0.009535659,-0.006777057,0.00782695
SLC1A2,-0.000135405,-0.017322274,0.040695846,0.017505099,-0.00031901,-0.000897053,0.014776133,-0.028668527,-0.002517865,0.025067562,0.007291814,0.006748303,0.019373133,0.011588653,0.003585923,0.004886778
SLC1A3,-0.024474777,-0.004775953,0.020134714,-0.00181216,0.026096534,-0.000330048,0.012395118,0.002069095,0.031091637,-0.001506147,0.008841868,0.003700963,0.02106839,0.003974381,0.012611282,0.025149575
SLC1A4,-0.026201872,-0.018711932,0.000350403,-0.031363667,-0.005233925,0.002099824,-0.014993975,0.018298534,0.015396457,0.003288139,-0.028423116,0.011724874,-0.011690911,0.001244861,0.016886666,0.010208611
SLC1A5,0.000277667,-0.014270109,-0.010747806,-0.018635193,-0.002185504,0.003447043,0.016174998,-0.006121005,0.0116371,-0.02102047,0.040091731,0.027871737,0.029335019,-0.019653525,-0.033397656,-0.022152247
SLC20A1,-0.001831667,0.028670146,0.002241672,0.004014909,0.017137457,-0.013237715,0.002531878,0.017031465,0.001747949,-0.016662457,-0.032338217,-0.03150483,-0.01082082,-0.014508662,-0.017579342,0.021101346
SLC22A1,0.022660863,-0.028314523,-0.006330562,-0.001881427,-0.002279534,0.001038856,0.011295462,0.034014724,0.012281372,0.019417768,-0.002478206,0.009404262,0.022677987,0.027896425,-0.022567156,0.016043818
SLC22A3,-0.014408374,-0.017159352,0.004765258,0.037270254,0.014544949,0.007182948,0.03444529,0.004415645,0.004257103,-0.000719125,-0.027840701,0.007098022,-0.004942862,0.003217151,0.011573116,-0.008489369
SLC22A4,-0.012346587,0.0011802,-0.018960844,0.025038066,0.002964084,0.028509128,-0.026247548,0.019291716,-0.010807477,0.005364912,-0.01247318,0.005602729,0.017886474,0.01983573,0.003269062,-0.031313069
SLC22A5,0.036059222,0.002477163,0.000919407,0.011381412,0.003265242,-0.022771576,-0.008229196,0.020271182,-0.002502093,-0.002879564,-0.006777188,-0.00616318,0.01032682,-0.011026772,0.005286157,-0.004421399
SLC23A1,0.000884265,-0.018042008,-0.019396717,-0.005854817,-0.022277538,-0.00679582,-0.016351805,-0.024866363,0.008641239,-0.003294089,-0.009835334,-0.056642119,0.000455875,0.018377655,0.007196382,-0.021580001
SLC24A2,-0.009909012,0.006295591,0.0031009,-0.010013745,-0.046850073,-0.006923788,0.012979286,0.024635868,-0.026340577,0.004820312,-0.006928959,-0.009671817,0.014320675,0.01270478,0.000535469,-0.020423218
SLC25A12,-0.024267959,0.026349864,0.003614335,0.003843484,0.004991081,-0.007883179,-0.034428199,0.020329811,-0.009199335,-0.007855867,0.027124387,0.006993395,0.00903361,0.013559777,-0.007479209,-0.001890206
SLC25A13,0.001478093,0.017911643,-0.030331515,-2.06E-05,-0.021809857,0.026089233,-0.020012687,0.006829743,-0.015429864,0.032996382,-0.003898994,-0.014935645,-0.008411609,-0.001265279,0.009484391,-0.002176404
SLC25A15,0.034544647,0.015813582,0.007575357,-0.00250795,0.000567392,0.014643333,-0.010835291,0.002516504,0.013514135,0.00184603,0.020839098,-0.002982287,-0.019025435,0.00340503,0.022350687,0.00168531
SLC25A16,-0.012398008,-0.027755141,-0.005097538,0.041241074,-0.000419444,0.001824635,0.004679726,0.016376436,0.007303392,-0.008242608,0.004686073,0.001014656,-0.001172494,0.010543319,0.027005236,0.022617047
SLC25A17,0.009331119,-0.015734566,0.006210876,0.021640801,0.009717735,0.031183216,0.028295978,-0.011340448,0.02986046,-0.026046198,0.010087583,-0.00108952,-0.033435051,0.011539777,0.008192552,-0.008652872
SLC25A22,-0.013888083,0.002427737,0.000705416,0.020268219,-0.000337782,-0.000431535,0.008965104,0.03102477,0.000500931,-0.038220357,-0.025682779,0.021271468,-0.015048618,-0.023884528,-0.007961935,0.019030551
SLC25A31,-0.00280155,-0.010771548,-0.006338061,0.020106556,-0.00386615,0.0069004,0.014542597,0.012040346,0.019983117,0.049449916,-0.018050253,0.002536759,0.025145062,-0.016655644,-0.032723648,-0.00263716
SLC25A37,-0.0157335,-0.023484223,-0.01124014,-0.013304128,0.016309549,-0.000213925,0.024873734,0.032621319,0.026230882,0.002725342,-0.007285887,-0.009154575,-0.01922021,-0.005997618,0.01414342,-0.008793341
SLC25A40,0.005662129,0.01509793,0.037678064,-0.012150521,-0.018965232,-0.015634021,-0.010640227,0.028629296,0.018270971,0.003376152,-0.008493876,0.004371416,0.008357817,0.026642869,-0.022586485,0.003764697
SLC25A44,0.021339738,-0.030095755,-0.006320844,-0.016008013,-0.010563132,-0.022993579,-0.007739084,0.014016157,0.01426814,0.007854586,0.014975681,0.002331783,0.005325506,-0.013832933,-0.01048497,0.020636063
SLC25A45,0.017200651,-0.024043571,0.005619265,0.006295893,-0.008849854,0.035510281,0.023114008,-0.006250778,0.00364273,-0.016277285,-0.014540383,0.002003568,-0.022421392,-0.016573619,0.004252845,0.003272079
SLC25A46,-0.004732213,0.029580588,-0.026752742,-0.003304395,-0.012661096,0.010570122,0.004285997,-0.029096472,-0.011082353,0.024817822,0.000843601,-0.017357933,0.002175127,-0.016211952,-0.023439034,-0.001756961
SLC26A11,-0.011391106,0.007631074,-0.000475003,-0.010200194,0.01745601,-0.015362665,-0.007241068,0.017499238,-0.019883571,0.003345105,-0.037264339,0.032865001,-0.010941113,-0.000628544,-0.006502018,0.026445164
SLC26A3,-0.009409975,0.036742723,-0.008873633,0.028245577,-0.007010961,-0.031130467,-0.02359106,0.011280289,0.000500932,-0.011832329,-0.002639005,-0.001847251,-0.002701504,-0.001697029,0.003471458,0.000423806
SLC26A6,-0.016562849,-0.01450576,-0.00455931,0.018657471,0.028640385,0.021982377,-0.001064431,0.021297903,-0.016774414,-0.013777444,-0.003516375,0.026575343,-0.021950682,-0.005454653,0.013652548,-0.014844298
SLC26A7,-0.011409108,-0.011616582,-0.011374981,-0.012035465,-0.002030912,0.004550818,-0.002289694,0.007325186,-0.007084433,-0.009138825,0.029636838,-0.017810558,0.039991462,0.035397462,-0.00914479,0.010189517
SLC27A2,0.027479947,0.019681556,-0.002559617,0.00542677,-0.007094532,-0.00083705,0.007470729,-0.006199724,-0.005842283,-0.000470276,-0.001098734,0.01621789,-0.015077572,-0.019882359,0.012954894,0.016342494
SLC27A4,-0.014311499,-0.002157502,0.014684951,0.0188747,0.000328386,-0.005994829,0.003468547,-0.015167698,0.007135983,-0.008859194,-0.021046764,0.03160572,-0.00392031,-0.01734607,0.005561103,0.010408391
SLC28A1,0.034991959,-0.01234137,-0.002379347,0.000190735,0.018898011,-0.00750595,0.01912578,0.015897199,-0.01311603,0.002633278,-0.004407532,-0.0016524,-0.001413954,-0.003975609,0.001231618,-0.007185219
SLC28A2,0.024688739,0.016182715,0.023437806,0.011954168,-0.005539327,0.009132436,-0.011746209,-0.006847752,0.000105639,-0.010535511,0.003591189,-0.000403829,-0.024035956,-0.015584097,-0.008864138,0.008611576
SLC2A1,-0.02942645,0.010051234,-0.020808792,-0.002906721,0.011078138,-0.015103969,-8.14E-06,0.013445046,-0.01392982,0.022499655,-0.006741438,-0.004333649,-0.006558535,-0.018981933,-0.004977701,-0.016150832
SLC2A13,0.020091666,0.013397136,-0.020938453,-0.006945252,0.000722979,-0.018646304,0.03581852,0.020971328,-0.00435649,0.000116073,0.007577669,0.033183206,0.008417766,-0.015642096,0.003729766,0.010276057
SLC2A2,0.002596454,-0.023213369,-0.010755606,0.000407557,0.025068633,-0.013231981,-0.007756641,0.00410547,0.046085981,0.0084783,-0.034473834,-0.034567312,-0.006559831,-0.021527466,0.013207938,0.025262152
SLC2A5,0.034219376,-0.014267235,-0.002733723,-0.013559354,-0.001850535,0.003818985,-0.010523217,0.023351614,-0.015102516,-0.005304095,-0.004158573,-0.004091529,0.012374123,0.019326776,-0.014816742,0.002631845
SLC2A9,0.033386059,0.002649761,-0.000646477,-0.009952489,0.000371402,0.012425818,-0.01029662,-0.004625156,0.007703356,0.009517063,-0.001104551,0.02602519,-0.015958356,-0.000820787,0.004788917,0.004276649
SLC30A2,0.008653209,-0.01315425,0.027731739,0.009282919,-0.010455494,0.00944256,-0.021437272,0.003774079,-0.016965399,-0.014926199,-0.004240177,0.01139516,-0.025482617,0.019146994,-0.02662173,0.037883164
SLC30A4,0.038206295,0.014968384,0.00619493,0.006477784,0.012114542,0.004229994,-0.001698833,0.010507449,0.001197985,-0.00347471,-0.002162065,0.000489138,-0.008844908,-0.001433851,-0.009800755,0.008574455
SLC30A7,-0.012481697,-0.00061407,-0.025304746,0.022460502,0.016775765,0.021470102,0.039419071,-0.001737223,-0.02732112,0.015454517,0.014452693,0.020797073,-0.016473318,0.004538103,-0.002436776,0.0066561
SLC34A2,-0.012376494,0.009064689,0.004321979,0.000876711,-2.98E-05,0.014136563,0.008651841,0.004652379,0.016152049,-0.006330316,-0.023458916,0.033831157,0.002121342,-0.030415226,0.010516703,0.012274698
SLC34A3,0.027424102,-0.010416568,-0.010844801,-0.009246249,0.014319675,-0.016633032,-0.003861614,0.003967933,0.021897212,-0.002698632,0.008175012,-0.005578065,-0.008861541,-0.009526518,0.033080566,-0.021652102
