Row,cCD_PC1,cCD_PC2,cCD_PC3,cCD_PC4,cCD_PC5,cCD_PC6,cCD_PC7,cCD_PC8,cCD_PC9,cCD_PC10,cCD_PC11,cCD_PC12,cCD_PC13,cCD_PC14,cCD_PC15,cCD_PC16
ESM1,0.006480993,0.000512871,-0.007470983,-0.005735954,-0.014719083,-0.003064399,0.00284962,-0.010676998,0.009915514,0.024374527,0.008823521,0.023185038,0.063861447,-0.00964867,0.016016988,-0.00162529
ESPN,0.027397819,0.008662172,0.003255275,-0.030199702,-0.022057365,0.002657024,0.015574141,0.002503128,-0.007723865,0.022103324,0.007427471,-0.020938159,-0.005880351,0.005682697,-0.006911279,0.023635658
ESR2,0.001079276,0.021084295,-0.02193357,-0.008206687,-0.007898458,-0.020286914,-0.021931926,-0.018679176,-0.031414527,-0.022035381,0.025100765,0.023636964,-0.005692145,-0.035263557,0.009852519,0.017725924
ESRP1,0.033565032,0.002854768,0.028997482,0.002734676,-0.013318134,0.013518895,0.003925429,-0.003543072,0.001965971,-0.007485391,-0.006579763,-0.007161299,0.004021753,-0.010659451,-0.005816657,0.002811112
ETAA1,-0.008470066,0.024328022,0.007482225,0.006200022,-0.003856891,0.005533576,-0.021027176,0.057803074,-0.011381496,0.00685843,-0.014504923,-0.006496947,0.010591904,-0.010638438,0.003703743,-0.011635078
ETF1,-0.008474777,-0.034765158,-8.97E-05,0.001892854,0.002458569,0.00434771,-0.000866737,0.035042326,-0.001537415,-0.022355119,-0.022552356,-0.021638594,-0.012343209,0.009245599,-0.017832748,-0.016476546
ETFBKMT,0.023409989,0.018471816,0.001117195,-0.007849898,-0.020670309,0.006534468,-0.003252198,0.007486578,-0.000270823,-0.008623972,0.024383893,-0.010303719,0.040888644,0.010401487,-0.012577452,-0.006008031
ETHE1,0.009965703,0.005204027,0.019043331,0.038141968,0.001231457,0.010083697,0.002395666,0.007974414,0.00935006,-0.02238294,-0.003882909,0.016759118,0.038406506,-0.010554637,-0.028083538,-0.041912229
ETNPPL,0.018308145,0.011147325,-0.007008479,-0.005115494,-0.010319589,0.009865973,0.004579766,-0.016617173,0.011544739,0.03615464,-0.029853005,-0.009777396,0.020636908,0.058726504,-0.009362279,-0.008451476
ETS2,-0.014264478,-0.013450937,0.034629347,0.006911162,0.012784813,-0.008455264,0.012206363,0.028302723,0.021251611,-0.013563743,-0.022554625,-0.013422627,0.004760453,0.00010748,-0.014132562,0.006684322
ETV4,0.00080829,0.004216143,-0.023356769,-0.008584736,-0.007280487,-0.010093871,0.020991616,0.019901277,0.002871176,-0.0195424,0.033636816,0.005958179,-0.024898931,0.037815683,0.049898157,-0.001715791
EVI5,-0.009383107,0.014447256,-0.01052851,0.029289101,-0.01389988,-0.025674662,-0.02491359,0.00911102,0.019559093,-0.031430933,-0.007934573,-0.016973951,0.037486046,0.007289575,0.004066465,-0.011941181
EVL,-0.024285957,0.023747468,-0.01528242,-0.002268857,0.007158935,-0.012446717,0.014537669,0.006844749,-0.03407522,0.005235067,0.007906459,-0.006430878,0.013810273,0.003099016,0.005778286,-0.01167196
EVX1,-0.009229657,0.018735801,-0.014703136,-0.015784347,0.003137463,-0.009550204,0.035409726,0.008973843,-0.020820721,0.041798557,0.015680336,-0.011772122,0.011291019,0.007258481,0.035040899,0.015933893
EXOC2,0.012422014,-0.007616948,0.004651042,0.007234581,0.015090437,0.014028891,0.005510058,0.005501211,0.004623563,0.009049567,-0.038726067,-0.009688505,-0.036969109,-0.039392519,0.024417838,-0.05350063
EXOC3,0.002279494,0.007061906,-0.007645715,0.005043809,0.03647798,-0.006135409,0.045763198,0.026073091,-0.004504829,0.027741793,-0.011949858,-0.003853102,0.01126348,-0.007165237,-0.003815921,0.003265337
EXOC3L4,0.001514214,0.022957177,0.018973117,-0.006653474,-0.005090489,0.010456741,-0.019253163,-0.015315287,-0.012352652,0.026233847,0.033865658,0.02561985,-0.014209562,-0.025707742,0.002840284,-0.012167423
EXOC4,0.007878253,0.036764367,-0.008928021,-0.008563354,-0.005930673,-0.003269505,-0.010009381,-0.01186865,0.00961135,-0.01617053,-0.021134289,-0.017630052,-0.005652901,-0.021292501,-0.011671516,-0.009894931
EXT1,0.030355452,-0.001083756,-0.019350945,-0.013426701,-0.028276931,-0.012552981,0.001840628,0.009310663,-0.000866348,-0.02129459,-0.010217244,-0.016852055,0.008621857,0.000429828,0.000866972,0.006904566
EXTL1,-0.009288233,0.014355309,0.008148477,-0.007937334,-0.009856431,-0.013366777,0.03141294,-0.036969742,0.004928093,-0.040918592,0.017409426,0.010679553,0.00526432,-0.008210455,-0.009286159,-0.016622757
EYA2,-0.003638029,0.017763378,0.009678984,-0.002993328,0.029859275,-0.013838621,0.028232832,0.013026089,0.005669552,-0.014806142,0.047465763,0.038873236,-0.000418597,0.031208506,-0.00403288,-0.004342672
EZR,0.026089423,0.005162167,-0.019324863,-0.032283368,0.00798022,-0.013178711,0.017674004,0.02408493,0.013126891,-0.001059644,-0.015627057,0.011489253,-0.002521182,0.011951073,-0.007324598,-0.000900527
F13A1,-0.015683828,0.012573442,-0.027598043,-0.006157522,0.007564087,0.017022292,0.010961994,0.014730257,0.012079448,-0.001789013,0.018590263,-0.014900639,-0.019266329,0.010829424,0.025196629,-0.015967043
F2RL1,0.028475363,-0.018186977,0.003132726,-0.015078604,-0.017092638,0.005846319,0.015329594,-0.002081571,0.007468332,0.018508648,-0.021444815,0.015169612,0.003959982,0.00686808,0.015500955,0.001361767
F3,-0.012083179,0.013690741,0.001952155,-0.016860823,0.008063758,0.0226941,0.011184877,0.017828754,0.027421205,-0.01569849,-0.040191733,-0.032636667,0.012708675,-0.00265176,-0.019863097,-0.038255051
F9,-0.005903911,0.026161187,0.020720625,-0.00351077,0.003447043,0.013508429,-0.025747834,0.028412458,0.006892115,-0.011601069,0.00823647,-0.020558107,-0.009547903,-0.012034011,0.003307829,-0.029587603
FA2H,0.004754218,0.011888407,-0.012708125,-0.048529254,0.001985298,-0.022884494,-0.005590923,0.030539838,0.003012447,0.001663487,0.001007296,-0.024132702,-0.012095799,0.008982924,0.004074477,0.017460243
FAAH,-0.005837582,0.010755131,0.010348838,0.020965284,-0.017726229,-0.01118607,-0.03751303,-0.018811073,-0.01636948,0.013972801,-0.003602646,0.012413491,-0.021632939,0.034759637,-0.023380412,-0.034082827
FAAP20,-0.016833251,0.022913959,-0.016352888,-0.004845319,0.013105991,0.021500321,0.009818035,0.024895409,-0.005529484,-0.014828294,-0.026008653,-0.011862949,-0.002455203,-0.016553088,-0.024502923,-0.019630947
FABP1,0.022045129,0.018962205,0.002509646,0.008774745,-0.028937785,-0.000414968,0.015248323,-0.005615533,0.00228538,0.036729345,0.025610145,-0.003248363,-0.016569108,0.005743017,0.010766972,0.009805832
FABP2,-0.009182294,0.001744619,0.007771624,0.006261602,0.00666441,-0.016360646,-0.010988657,-0.003831053,0.041526223,-0.025814796,0.025511048,0.021907366,0.005968712,-0.008725266,-0.028146602,0.000487541
FABP4,0.015902026,0.021040449,-0.012105694,0.008778631,-0.000588566,0.01120601,-0.001051596,0.025919245,0.033613489,0.005935508,-0.003154125,0.014478414,0.043529658,0.028888621,0.007371218,-0.007866052
FABP6,-0.010174407,0.024605438,0.007869249,0.000241017,-0.006687554,-0.037192862,-0.033749293,-0.038999073,-0.015985367,-0.006604251,-0.012386973,-0.002616911,-0.002105215,0.00802772,-0.007444639,-0.003866919
FADD,-0.020754817,0.026667146,0.016826159,0.003621094,-0.003011411,-0.001674453,0.007459169,0.023510099,0.011202317,0.006474874,0.007841342,0.004420744,0.007089277,0.02242361,-0.00432056,0.022512916
FADS2,-0.015318676,0.010303158,0.001350511,0.006957238,0.005595648,0.010804546,-0.010939825,-0.020270005,-0.016567554,0.018043435,-0.018627813,0.023955342,0.008392275,-0.010543793,-0.021933445,0.032425532
FADS3,-0.023563673,0.012992939,-0.028113291,0.009848004,0.026485354,-0.017500716,-0.013205917,-0.011104204,-7.26E-05,-0.019333106,-0.00214491,0.00882348,0.026254314,0.010558607,-0.002612276,-0.001494212
FAHD1,0.033594922,-0.020216026,0.003120416,0.006147544,-0.014463886,0.006131897,0.011647338,-0.004389486,-0.001871393,-0.001784508,0.001253282,0.002928485,0.009510383,0.019113316,-0.001812336,-0.005252105
FAM102B,-0.005461549,-0.018086175,0.028618202,-0.033531447,0.002383193,0.000555944,-0.00079539,-0.012437354,0.019041484,-0.01593899,0.01908864,0.008466867,0.024787224,-0.024679569,-0.018012693,-0.001917708
FAM110B,-0.026802079,0.014561702,-0.014595258,0.017058626,-0.010329982,0.010000567,-0.019591297,-0.028277571,-0.003177352,0.004185466,-0.029375119,0.009512689,-0.008200062,0.010239982,0.010163795,-0.004192439
FAM114A1,0.002530222,0.018492583,0.001291989,0.003915531,0.015344794,-0.02298593,-0.014740265,-0.018947847,0.045681085,0.022219421,-0.005002809,0.02125052,-0.004211944,-0.013391657,0.023270775,0.023564097
FAM114A2,-0.012331553,-0.032306222,-0.015166871,-0.010402035,0.002099973,0.011101104,-0.02452206,-0.000111183,0.004235508,-0.01160506,0.005930889,-0.027964108,0.011523817,0.023419698,0.000473572,-0.001296354
FAM118A,-0.000782842,0.019102246,0.004757568,0.023407443,-0.005457872,-0.00891717,-0.008474575,0.012002461,-0.032598892,-0.032915155,0.018627797,0.001450025,-0.018286555,0.023020301,-0.021212371,0.013946763
FAM122B,0.021350525,-0.010084407,-0.000265058,0.013788673,0.045052979,0.007340534,-0.0087089,0.0056789,-0.028046523,-0.023292163,-0.004395908,0.022512087,0.008144268,-0.002676964,-0.00175814,0.009097868
FAM124A,-0.008506971,0.01613334,0.015617314,-0.017293644,-0.009183711,0.028317115,-0.044355628,-0.005914081,0.019101769,-0.008604842,0.011361009,0.004354924,-0.012227128,0.014753797,-0.025154657,-0.004888324
FAM129A,-0.0276881,-0.001315335,-0.036572958,0.016316975,-0.0090643,0.018495845,-6.74E-05,-0.015553833,0.016767202,-0.000591166,-0.009438329,-0.0058007,-0.004769748,-0.002263718,0.00361744,-0.007485049
FAM129B,-0.002417969,0.015416983,-0.001595669,-0.019058479,0.005498636,-0.027708877,0.063031652,0.005612209,0.011274268,0.006523622,0.010005318,0.019241326,-0.011226978,0.001482853,0.008880955,-0.006564542
FAM131A,-0.018206853,0.032058862,0.003473967,-0.01021521,0.000216265,0.013738886,0.003080528,0.00787801,0.017563625,0.004130357,-0.008569472,-0.020947986,0.014511472,0.004260949,-0.00982638,0.028028194
FAM131C,-0.018280116,0.017415261,0.004046632,-0.007496623,0.020170815,0.00880323,-0.003711178,-0.012566884,-0.006339038,0.021371163,-0.01952479,-0.036799893,0.008476148,0.003094583,-0.022369002,0.04253911
FAM13B,-0.00403077,0.025035888,0.016028276,-0.023646991,0.004297378,0.029230876,-0.006753429,0.017169762,-0.015976241,0.004301314,-0.015718882,0.012448444,0.021265,-0.000954919,-0.017957615,0.004585564
FAM149A,-0.001392474,0.002649632,0.002383,0.00196017,0.036947932,-0.041277791,0.003217443,-0.002705825,-0.025243477,-0.017496385,-0.019189683,-0.03843377,0.010513825,0.011733643,-0.032104439,-0.012432268
FAM151A,-0.003908205,-0.008368822,0.025867157,0.00559889,-0.008527057,-0.030743861,0.0054459,-0.017700643,-0.020311071,0.010239303,0.031615413,-0.007461636,-0.022477356,0.030911423,-0.003751584,-0.031526466
FAM160B1,-0.035171802,-0.003407872,-0.02397579,0.005832543,-0.001085893,0.001784213,-0.008518348,-0.009244261,0.010758934,0.010531032,-0.003258166,-0.003737134,0.002487044,0.000615061,-0.008251185,-0.004539617
FAM167A,-0.018989945,0.01198639,-0.027079756,0.010503857,-0.000891453,0.03422989,0.005439834,-0.01174479,0.033377925,-0.020825202,0.004368623,-0.023063086,-0.010468239,0.010032526,0.006026636,0.012464495
FAM172A,0.014662568,0.02092871,-0.000525457,0.04438853,-0.016079451,-0.00992097,0.002522115,-0.022596357,0.001578439,-0.00148864,-0.000389988,0.000361744,0.002646876,-0.022629589,-0.024756237,-0.001816584
FAM174B,-0.002874032,0.017745471,0.023341831,-0.015438048,0.019044899,0.047950024,0.00632669,0.013623296,-0.002001413,-0.009716325,0.002366145,-0.011936085,0.014515359,0.01251452,0.008355721,0.019617842
FAM189A1,-0.020767515,0.018051938,-0.002432781,-0.00328857,0.025873619,-0.006293404,0.025838711,0.033510575,0.003901186,0.010812091,-0.019422586,0.029966143,-0.009403517,-0.007446491,-0.016130474,0.008057707
FAM207A,0.005168519,-0.000243499,-0.013816886,-0.006431496,0.026283561,-0.00352679,-0.022759671,0.020494777,-0.060773828,0.015597989,-0.010253457,-0.002400675,-0.010785165,0.00812336,0.01749872,0.003325665
FAM20A,-0.01720586,0.027357408,-0.001116908,0.012875745,-0.01875414,0.030289424,-0.018479811,-0.014103086,-0.011191515,-0.000117648,-0.006944884,-0.00216936,0.011198576,0.011842364,0.007437463,0.001412308
FAM234B,-0.008817246,0.028893984,-0.001669272,-0.006276241,-0.016700825,0.036534005,-0.00089959,0.002025754,0.000878577,-0.003691321,0.008693726,-0.016405284,-0.011809638,0.045494728,0.010360214,-0.000196314
FAM3A,0.028144664,0.012486772,-0.02106698,-0.020688406,0.02330956,-0.002028162,0.019056311,-0.009254064,-0.000478077,0.004223161,0.019623283,-0.002969975,0.009871022,-0.004361758,0.001457646,0.014788807
FAM3C,-0.007278453,-0.011301336,0.008946742,0.022230384,0.055985691,0.019912534,-0.015433277,-9.89E-05,0.004837499,0.00467018,-0.005356104,0.012594881,-0.02711132,0.001566602,0.01032463,-0.00079074
FAM3D,-0.014457339,0.006429263,-0.015192371,-0.014266509,0.029380287,0.015714423,0.038423107,-0.000570236,-0.017059402,-0.003358004,-0.015937211,0.026559828,-0.006223026,0.012157766,-0.017154583,0.005413145
FAM57A,0.00076222,0.016228663,0.039251132,-0.009244743,-0.014506935,-0.012642289,-0.005840259,0.005386134,0.03243971,0.000578743,0.005782776,-0.030918671,-0.032006638,0.008833222,0.010075306,-0.008814363
FAM83B,0.031965549,-0.006792174,-0.008473831,-0.004782414,-0.019746724,0.002005348,-0.003703134,0.017182299,-0.008046132,-0.001923198,0.005286998,0.030182795,-0.009859271,-0.017530591,0.007581296,0.002762263
FAM83C,0.006975959,0.014161938,-0.007464403,0.011653045,-0.007523702,0.022868556,-0.023208198,0.009525457,0.01818151,0.000500939,-0.00545371,-0.016205726,0.045210696,0.035166009,0.031496893,-0.007114257
FAM83D,0.00613065,0.037527493,0.014976261,-0.013329287,0.011794868,0.003767369,-0.006875693,-0.005494393,0.020764292,0.02177579,0.012303676,-0.005138044,0.008008247,0.015229155,-0.0087193,-0.001220734
FAM83E,-0.009293076,0.016175176,0.003001442,0.000208934,0.013839047,0.016628913,-0.0094338,-0.001661763,0.032420406,-0.015395463,-0.017380194,-0.04235443,-0.009324892,0.037447076,-0.000105058,0.021354469
FAM83F,-0.019857275,-0.013879076,-0.001084144,0.01004929,-0.016708764,-0.001789675,0.008725623,-0.036235105,-0.008698281,0.041304148,-0.033410637,0.008926199,0.004946842,-0.006914959,0.007663025,-0.026231693
FAM83G,-0.025112637,0.009076631,0.00149801,-0.009117516,0.006607074,-0.009975284,0.041917529,0.002918771,-0.035598205,0.004489876,-0.010639048,0.004549984,-0.004254967,-0.006225983,-0.007832981,0.015597396
FAM98A,-0.025142297,-0.024841131,0.013875235,0.021098423,-0.002255185,0.006218588,-0.016371895,0.000241846,-0.008076068,-0.004590435,-0.01041966,0.007618587,0.005467166,-0.01510002,-0.002063566,-0.007591807
FAM98C,-0.006182085,-0.031288505,0.021529299,0.021536719,-0.027720735,-0.012993539,0.003287876,0.015273964,0.014441656,-0.006588232,0.004394365,0.000774428,0.006446912,-0.000141048,0.009948533,-0.011687086
FAR1,0.026605506,-0.023068673,-0.001842045,-0.019886399,0.015216807,0.01107029,0.015277414,-0.006343581,-0.007318136,-0.018302068,0.003364978,-0.015446177,0.002617662,0.027238381,-0.001766102,-0.019045239
FAR2,0.020174356,-0.031641568,0.018427073,-0.010437631,-0.02152135,0.00928944,-0.002078292,-0.011873838,-0.010958662,-0.008357921,0.01043618,-0.013015985,0.01157208,-0.004473164,-0.004034476,-0.000124152
FASTKD1,-0.00852113,0.030643403,0.003512875,0.00505337,-0.017432525,0.008656433,-0.01090336,0.005289345,-0.002967334,0.005769413,0.000212861,-0.01914575,0.006274892,0.013356926,-0.034868849,0.021983116
FAT2,-0.004225129,0.007655982,0.028150803,-0.002530058,0.021386484,0.004340811,0.033512032,0.02745771,0.013808291,-0.018791366,0.017980088,-0.0038248,-0.001743051,-0.007033142,0.015736518,-0.021019283
FBLN2,-0.014509759,0.033771894,0.006126121,0.004978132,0.017779725,-0.025370181,0.000705937,0.005887116,-0.01974513,0.023648324,-0.000982172,0.008035023,-0.005413871,0.005344031,-0.014954213,0.0133348
FBP1,0.031189889,-0.021018097,-0.006768393,-0.001505794,-0.021923401,-0.011874121,0.004267914,0.00939912,0.002827169,0.001679041,0.004689187,-0.022136912,0.004652975,0.003326671,-0.0011561,-0.001712561
FBP2,0.006153644,0.025854142,0.021725115,0.014538529,-0.032558843,-0.026166904,0.017454256,0.019385712,0.009957226,0.024279981,0.00479568,0.00345636,-0.006528136,0.010083272,0.015551754,0.011683725
FBXL12,-0.004135211,0.037209349,0.02568521,0.002990664,-0.00421521,0.019100482,0.008873096,-0.00316624,-0.01005882,-0.004334537,-0.006143515,-0.016942131,0.003883875,-0.009713703,0.002708149,0.021045578
FBXL3,0.031384519,-6.74E-05,-0.026592591,0.006376546,-0.025933196,-0.00955323,0.001830123,0.003290127,0.01337383,-0.007946384,-0.013909706,0.010197387,-0.015144763,0.005093508,0.000558986,0.003384469
FBXL6,0.021918705,0.027999267,-0.01088193,-0.008927008,-0.014797932,0.012362028,0.002197239,0.022376513,-0.001570665,-0.020320225,0.011571778,-0.022652695,-0.008371151,-0.007636903,-0.010441896,-0.021766074
FBXO22,0.008731613,-0.019508069,0.017098867,0.028856353,-0.001907888,0.008824008,-0.018997004,0.00752457,-0.01202518,-0.014175416,-0.026132191,0.012423765,-0.037925679,0.020436538,-0.027309022,-0.012546032
FBXO25,-0.021330442,0.031106919,0.006200553,0.004495011,-0.010445524,0.001881584,0.008527435,-0.000861369,0.015241233,0.008286858,-0.015285164,0.006492308,-0.004217344,0.015110085,0.021577045,-0.028183302
FBXO34,-0.036305929,0.00068035,-0.021402891,0.000516591,0.001893525,0.002855071,0.009333695,0.016788606,-0.012766997,0.009096834,-0.003959453,-0.009267061,-0.001940888,0.007761976,-0.002499025,0.013493021
FBXO46,-0.033612543,-0.006613584,-0.002637868,-0.02467452,-0.003768318,-0.003783729,-0.002866362,-0.016880701,-0.015601231,0.005728375,-0.000379365,0.002994333,-0.007718301,-0.010109867,-0.006260561,-0.005150015
FBXO8,0.03208978,-0.017998332,0.002432066,0.013441687,0.006311315,0.005654405,-0.013665409,-0.015741302,0.012563135,0.004930637,0.006480146,-0.009458908,0.015712952,0.005112365,-0.007540895,0.002429276
FBXO9,-0.004190805,-0.009101326,0.000793423,0.016018727,4.60E-05,0.02058927,0.013376016,-0.024019108,-0.016123368,-0.047930791,0.001023288,-0.014449315,0.015091806,0.022212427,-0.028371204,0.027577532
FBXW2,0.020966261,0.00243071,-0.011152299,0.025365626,0.025225697,0.011784057,-0.018978934,0.004870689,-0.018307987,-0.010082798,0.00940236,-0.021987199,-0.01590867,0.014688645,-0.028905201,0.018225799
FCAMR,0.030465198,-0.015506919,-0.017310676,0.000317922,0.003225019,-0.01081643,-0.023130574,-0.005517305,0.010222855,-0.004846768,-0.006144849,-0.007633167,-0.023080955,0.014477029,-0.016407942,-0.012126569
FCER2,-0.011708501,0.011750721,-0.003973942,0.002264213,-0.003715039,-0.037207181,0.013065838,0.045636713,-0.034839696,-0.003400049,0.01967997,-0.000934528,0.008638535,0.005489607,0.032385875,-0.024644782
FCGRT,-0.035096135,0.000752749,-0.022529146,0.005658409,-0.011738244,-0.005229187,-0.000863253,0.000307858,-0.012933833,0.022347426,-0.015020335,-0.000958066,-0.002041123,0.001288589,0.005242524,-0.005275105
FCHO2,0.023089933,-0.020221913,0.009025302,0.003281579,0.018811042,0.002038748,-0.029534257,-0.009997147,-0.007811536,0.025844376,0.009143021,0.000428585,-0.011390514,0.018311017,-0.011884685,0.005810823
FCMR,-0.029096876,0.018774808,-0.019764843,0.001574423,0.007876662,-0.016391525,0.00836545,0.011905429,-0.02947616,-0.000910057,0.00324417,-0.017877256,-0.006961859,0.010215249,-0.004047541,0.004261925
FCRL1,-0.02957895,0.020182567,-0.021200869,-0.00056049,0.002386768,-0.004690599,0.00578029,0.026602083,-0.012026863,0.006785324,0.010297639,-0.011259709,-0.002780965,-0.00372308,-0.001069007,0.003666551
