Row,cCD_PC1,cCD_PC2,cCD_PC3,cCD_PC4,cCD_PC5,cCD_PC6,cCD_PC7,cCD_PC8,cCD_PC9,cCD_PC10,cCD_PC11,cCD_PC12,cCD_PC13,cCD_PC14,cCD_PC15,cCD_PC16
IAPP,-0.024292062,0.008207963,0.002468225,-0.001463947,-0.009435865,0.034152723,0.001493062,0.003829302,0.000390021,0.027503132,-0.017984456,0.010903399,0.018681687,0.003861823,-0.027918083,0.036965109
IARS2,0.003591496,0.023369867,0.014098758,0.013653447,0.033977296,0.019758514,0.00503713,0.015811308,0.003986175,0.030307999,0.025031422,0.022325671,-0.0272896,-0.011059761,0.017677422,-0.001329273
IBSP,0.004939503,0.001271469,-0.005134436,-0.035608392,-0.003912918,0.004188739,-0.04598312,0.010332108,-0.000837565,-0.026426713,0.023611253,0.008929147,-0.020030652,-0.013726074,0.017534746,-0.008258263
IBTK,-0.012729898,-0.028949606,-0.000930293,-0.026091049,0.002150127,-0.004529454,-0.016483196,0.003119994,-0.015813127,-0.024982614,-0.006540928,0.014064611,-0.009956099,0.007004661,-0.027600932,0.010866204
ICA1,0.002373046,-0.003046308,0.025802657,-0.002015986,0.002879124,-0.032097881,0.018670494,-0.001553823,-0.004192721,-0.016352874,0.029674993,-0.023873454,0.017670712,-0.001872152,0.011007898,0.008463183
ICA1L,-0.020550274,0.016356562,0.007207834,0.008339065,-0.018210655,-0.006092634,-0.005643714,0.015977636,0.022454664,0.004672385,-0.026410435,0.001238761,-0.014141236,-0.008373676,-0.023973036,-0.022557883
ID1,0.004881682,0.018695961,0.010943534,-0.00593853,-0.0213689,0.012304348,-0.008845863,-0.020769065,0.031754416,-0.026003478,-0.011109563,-0.003437455,0.006113008,0.02228766,0.013145758,0.027705037
ID3,0.013168161,0.004274871,0.000420645,0.012449615,-0.014423294,-0.028538456,0.017650143,0.02474149,0.006139499,-0.02899269,-0.030918439,0.017566958,-0.02045097,-0.006633821,-0.027177331,0.01569501
ID4,-0.004823648,0.002644864,-0.027932377,-0.035732617,-0.016093273,0.011081305,-0.008759027,0.00470063,0.005581458,-0.010066211,0.009020933,0.013444093,0.005792937,-0.05737579,-0.013326959,-0.003877417
IDE,-0.003504683,-0.017707528,0.009156866,-0.013254742,-0.042863112,-0.003893804,-0.020622905,-0.016394078,0.02201811,0.000904161,0.010900658,-0.005584494,-0.006584432,-0.005037999,-0.007915255,0.007890335
IDNK,0.020815095,0.001095964,-0.005101714,-0.011051984,-0.018674131,0.006208731,-0.008174761,-0.024859662,0.003530488,0.025594815,-0.015848434,-0.007459272,0.012187234,-0.045966874,-0.008366144,-0.008152599
IER5,0.010524206,-0.012184927,0.006276143,-0.017367597,0.036978119,0.016548729,0.00754458,0.014302457,0.023128317,-0.012857636,-0.002077743,-0.040629507,-0.016760207,0.009049705,0.015770034,0.030856622
IFFO2,-0.00350047,0.001745092,-0.033775212,0.011441305,0.036707559,0.006569825,-0.007475449,0.029495267,-0.024042785,-0.01159986,0.0055228,-0.003595102,-0.033054337,0.003786259,-0.00141188,-0.015180594
IFI35,-0.022232577,0.00969694,-0.028746123,-0.012775799,0.025937174,-0.010071892,0.01462658,0.030028171,-0.002134058,0.008980651,0.001963286,-0.017744075,0.001561075,-0.018617929,-0.003447956,-0.009373764
IFNGR1,-0.012496714,-0.030863811,-0.010732403,-0.026203615,-0.004928651,-0.010506235,-0.002391647,0.021040568,0.023216062,0.009955332,0.011738066,0.025742185,0.000317619,0.01217502,0.006037967,0.016810547
IFNGR2,0.028863585,0.000378249,-0.01050761,-0.000222226,-0.010375168,-0.00715357,0.017514165,0.000135098,-0.002164917,-0.028949501,-0.00745071,0.00260926,0.034389025,-0.040111196,0.006553525,-0.004876727
IFT20,-0.015710682,0.003019473,-0.004214851,0.024826389,-0.006848749,0.020633223,-0.014983892,-0.031891209,-0.004422472,0.005000481,-0.050985816,0.011328763,-0.007876058,-0.008517011,0.001977357,-0.041883579
IFT22,-0.028689535,0.014491407,0.006303247,0.001250917,-0.005183239,-0.027121757,-0.021214755,0.010653237,0.025093109,-0.00962704,-0.002823175,0.005609662,0.022175371,-0.012586917,-0.010608265,-0.004667506
IFT46,-0.032332231,0.011809337,-0.022859205,0.00728331,-0.004601802,-0.00116563,0.00587472,0.011843137,-0.017793632,0.003541104,0.004110041,-0.004101358,0.001379275,0.015674704,0.010235609,0.018921443
IFT74,0.027744655,-0.007190247,0.009560159,0.009691412,-0.031427471,-0.008713848,0.008316875,-0.006618064,-0.001465919,-0.028888684,0.010733624,0.012854975,0.001124489,-0.012938103,-0.013310872,-0.017540884
IFT88,-0.001889097,0.024172108,0.013416349,0.001005383,0.012231622,-0.012530968,-0.007509933,0.010140216,0.040297731,-0.006531126,0.007034544,0.01745183,0.018419584,-0.016289521,0.04676511,0.006699659
IGF2BP1,0.015952025,0.014489477,0.00389515,-0.002198524,-0.015901468,0.009107855,0.00190225,-0.001633839,0.022719618,-0.012326122,0.023977406,-0.021437346,0.016708118,-0.046303995,-0.016092319,-0.000724197
IGFBP2,0.013421208,0.011230249,-0.015733396,0.004228933,0.005148412,0.023001754,-0.009916904,0.002793806,0.00248185,-0.025382263,0.015384498,0.056538178,-0.028972942,0.006233752,0.006301603,0.024471269
IGFBP5,-0.030906277,-0.001392144,-0.031016075,0.008096475,-0.00817787,0.023995119,-0.001132271,-0.004833996,-0.002643837,-0.012844297,0.003058752,-0.01245479,0.001817124,-0.003946589,-0.007379482,0.003541572
IGFN1,0.011632415,0.017545314,0.014832177,0.017583549,-0.013764856,0.036433942,-0.014565856,0.007874897,-0.000987382,0.019048612,0.00353274,-0.006477125,-0.012120196,-0.002991801,-0.036450855,0.005080166
IGSF1,-0.004304772,0.003708288,-0.01532102,0.002264586,-0.003288203,-0.023070444,0.011847997,-0.012194831,-0.033099354,0.017105242,0.04872716,0.034689412,0.047203668,0.023256625,-0.006122012,-0.005336332
IGSF11,-0.008490726,0.017758596,-0.01803312,-0.009220176,0.011128494,-0.01996309,-0.017430215,-0.029019819,-0.016723598,-0.030317698,-0.028486033,-0.026318834,0.005669262,0.002817344,0.023729514,0.007206168
IGSF9,0.00136927,0.004008956,-0.036487217,0.003865512,-0.008306015,-0.018837228,-0.000768948,-0.002846486,0.024348528,-0.010874116,0.04536893,-0.002719243,0.009445096,0.03555105,0.027607506,0.021536863
IGSF9B,-0.007454101,0.011341116,0.009339539,-0.024617286,0.001356931,-0.001499515,0.001840303,0.035189658,-0.008396681,0.004172636,0.059122527,-0.002828577,-0.012455266,0.011017646,-0.007736916,-0.033785506
IKBKE,-0.014294871,0.01879766,0.019365519,-0.0189192,0.023434199,-0.017790563,0.035061798,0.002396594,0.01353809,0.010017796,-0.011010835,-0.019633997,0.014810347,-0.013745919,-0.023390659,-0.003527056
IKZF3,-0.02678721,0.011303858,-0.020794222,0.005921895,0.00489361,-0.029776764,-0.000764135,-0.002768188,-0.043565692,0.003452957,-0.003514133,-0.013104196,-0.006445699,0.007380207,0.001513991,-0.004851239
IL10,0.010049623,-0.007958377,0.004537911,-0.00873593,-0.010094231,-0.023996803,0.029023469,0.035298536,0.020930899,0.007947802,0.001174318,-0.036115304,-0.02140726,-0.00351668,-0.052300147,-0.010342604
IL10RB,0.015863415,0.00548174,-0.015711074,0.020763128,0.016413456,-0.011946651,0.041271981,0.019444702,-0.006929494,0.016565423,-0.016454616,0.00962731,-0.000469321,0.010874118,-0.032742404,0.037936369
IL16,-0.027675547,0.02526699,-0.00926737,-0.005900949,0.001377165,-0.022349983,-0.00160917,0.015083931,-0.022049075,0.011554186,0.002242791,-0.013078421,-0.016566789,-0.0014234,-0.004235782,0.003204327
IL17D,-0.017611619,0.019887712,0.020299433,-0.016651244,-0.002026558,-0.010104903,0.028517788,-0.023930882,0.002138596,0.014077969,0.034048828,-5.80E-05,-0.014650165,0.008617081,-0.00122551,0.009750085
IL17RB,0.016790256,0.017735797,0.018132146,0.027532835,0.000371322,-0.010626218,-0.015083023,0.00422707,-0.001630324,0.003184578,-0.022366828,-0.011337496,0.025333395,0.025255337,-0.010312021,-0.004921709
IL17RC,0.009637637,0.01148101,0.012026383,-0.044875744,0.015813872,0.023654839,-0.013253543,0.023296667,-0.013262267,-0.001928054,-0.001957813,-0.014403769,0.019108028,-0.011148039,-0.005621819,0.022450738
IL17RE,0.008745177,-0.00691928,-0.013532734,-0.019800111,0.002952189,0.008521269,-0.014620929,0.008821202,-0.024565396,0.006268666,0.000334372,-0.001232205,0.069181456,0.01902888,-0.017665595,-0.009598748
IL18,-0.003047992,0.030941177,0.003507855,0.007847348,-0.023879999,0.026018295,0.010824214,0.008829227,0.010629124,0.009685288,0.041077867,0.007412711,-0.014961672,0.007188427,-0.015808425,-0.008982192
IL22RA1,0.016375375,0.009016362,0.008841565,-0.015251204,-0.015960651,-0.012636224,-0.032938525,0.009174718,0.02605384,-0.003785642,0.014709391,-0.028286678,0.007927652,0.011030868,-0.010026367,0.009554952
IL22RA2,0.005737124,0.023839141,-0.019405177,0.007262092,0.007068493,-0.007638523,-0.016694729,-0.023629522,0.01244605,-0.02763382,-0.02137789,-0.015273222,0.020741951,0.043335504,0.013157851,0.023075322
IL25,0.019152681,0.025589032,-0.011122707,-0.002672706,0.009313116,0.014746303,0.00859913,0.018147853,-0.00546223,-0.021391308,-0.022245984,0.033430414,0.015463588,-0.014637872,0.013564933,-0.007734473
IL33,-0.003006546,0.002704439,0.026745614,0.010579944,0.009125844,-0.020447215,0.008606149,0.034713724,0.04977751,-0.016098125,-0.018812077,0.008125055,0.011303127,0.010326961,0.007434139,0.025202626
IL9R,-0.007646847,0.008192451,-0.023214276,8.54E-05,-0.000915921,0.016015594,0.004497758,-0.000689419,-0.033544372,-0.041551015,-0.016037923,0.024187807,0.039499328,0.002433693,-0.016658248,0.009637461
ILDR1,0.026816151,0.005797156,0.003007335,0.017229321,0.037189673,0.021109382,-0.004349831,-0.00498429,0.003176451,0.01674509,0.006688197,-0.010319797,0.003960587,-0.020293727,0.012372016,0.016261308
ILF2,-0.002311088,0.012646283,-0.006641902,-0.012342129,0.012182679,0.02375126,0.009143803,0.029022549,0.003017696,0.000515251,-0.035673529,-0.0012308,0.02779034,0.004267845,-0.008758106,-0.0053008
ILVBL,0.012589027,0.030505449,0.019999535,-0.005685178,0.010358689,0.009924427,0.036160991,-0.001624735,-0.002275738,0.010959819,0.002915747,0.00084556,0.015494091,-0.021886644,0.024511575,0.003324957
IMMP2L,0.002058226,-0.004221426,0.000372347,0.024970919,-0.011832435,0.007026747,-0.003543877,-0.002654747,0.015879041,-0.035262921,-0.010204287,0.012547685,0.023040022,0.035872884,-0.00889289,-0.032224461
IMPA2,-0.012801579,0.035202458,0.020635389,-0.000890677,-0.019419417,0.016769811,-0.005516717,-0.017341262,0.00664796,-0.005510194,-0.005936062,0.013870478,0.008327269,-0.000938859,0.005594042,-0.018626387
IMPAD1,0.02459596,-0.002457368,0.004984606,0.019649214,-0.005337505,0.007642664,-0.030059569,0.020548557,0.015043598,-0.023865208,-0.000297284,-0.010237472,-0.036867465,-0.021402213,-0.011613563,-0.012385915
IMPDH1,-0.025380583,-0.004261666,-0.034067162,0.00733918,0.002207653,0.027743251,0.005745218,-0.014621683,0.008052677,-0.029985832,0.006585728,-0.009234151,-0.00717073,0.006120241,-0.000835102,0.009268242
IMPG2,0.013869127,0.015402408,0.003540763,0.017045542,-0.044645147,0.000698894,0.014018276,0.031960442,-0.00563187,0.006592798,0.029514872,-0.013215369,0.011828046,-0.0197962,0.005197467,0.019282431
ING4,0.013389859,0.022942567,-0.015912985,0.014152567,0.018632008,-0.036720433,-0.00821819,-0.024295317,-0.009279522,-0.00363845,0.004405387,-0.013989356,0.037371676,0.000409955,0.00066403,-0.003706818
INPP4B,0.006574209,-0.004662485,-0.005012958,-0.045607648,-0.00105999,0.001069766,-0.002065763,-0.0268334,-0.008918359,-0.016246097,0.01535107,0.039431577,0.018336946,0.000765234,-0.032817012,-0.00799355
INPPL1,-0.014646557,0.015185451,-0.031057989,0.007065208,0.01631048,-0.008319914,0.01179869,0.005943822,0.012311236,-0.042917231,-0.007502529,-0.015738121,-0.020923945,0.013768689,0.001160467,0.030788133
INSC,-0.014827229,0.004165417,0.005734715,-0.053838613,0.000514701,0.008837499,-0.007524794,0.006782309,-0.012114063,-0.008144058,-0.003221983,0.01314084,0.015270978,-0.021367862,-0.016760505,0.011855155
INSIG2,-0.01250809,0.027395786,0.026577244,-0.014182129,0.003532885,0.027772677,0.011516781,0.009700112,0.010373779,0.001219755,0.021465786,0.024340968,0.002588006,-0.020061412,-0.004269047,-0.002519531
INSL5,0.022948333,0.003369638,-0.016471836,-0.010308181,0.008473777,-0.000416176,-0.005422852,-0.011814979,-0.005248663,-0.010139754,-0.025959465,-0.02921385,0.033697877,0.012336893,0.039525587,0.00163169
INTS7,-0.011309033,0.000111893,-0.004365569,-0.019756804,-0.015921373,-0.011535315,-0.017219366,0.007270588,-0.037657557,0.011499528,-0.027206726,-0.024805009,-0.010592442,0.043812132,0.022450536,-0.01441376
INTU,0.007326061,-0.002843912,-0.016853893,0.046907829,0.011372503,0.009420543,0.030561287,-0.013246403,-0.017035605,-0.027168096,0.01931597,0.002269562,-0.008139648,0.005669429,-0.005131885,0.013112765
INVS,-0.014403532,0.004786811,-0.010250226,-0.027394634,0.029848735,-0.022061047,0.010485202,-0.011649647,0.001859957,-0.008881426,0.010316167,-0.006461352,0.025518998,0.031002886,-0.038347136,0.013706845
IP6K1,0.004292737,-0.010210072,-0.031816766,-0.016455333,-0.001431836,-0.003029424,0.024396723,0.001386167,0.026914044,-0.010809968,-0.028149479,0.012988039,-0.023463867,-0.022324257,-0.02842148,0.019136069
IP6K2,0.03323895,0.010460219,-0.001442116,0.022302782,-0.00979511,-0.010722587,-0.011178088,-0.00131505,0.009273871,0.000212952,0.01178886,-0.027936606,9.20E-05,0.00677012,-0.016481424,0.000519566
IPMK,0.016243781,-0.021606345,-0.007305734,-0.033640124,0.011926942,-0.005086949,-0.013300399,-0.014745367,0.007438989,-0.009855511,0.008791385,0.037182927,0.004182436,-0.004683345,-0.023254402,-0.000282077
IPO4,-0.008620958,0.028310879,0.026267925,0.003840505,-0.017337857,0.008248135,-0.027985806,-0.003470801,-0.001201081,-0.009620885,-0.005937012,0.001978814,0.020071366,-0.002215131,0.013951465,0.018705231
IPO5,-0.016487359,-0.013788604,-0.005252789,0.047875629,1.94E-06,-0.000694391,-0.008225238,0.001142493,-0.001102807,-0.019069581,-0.006833914,-0.008584091,0.012995825,0.025087548,0.016677774,-0.003518132
IQCH,0.007452415,0.009522316,0.023080082,-0.039954831,0.021373455,0.000112936,0.006387048,-0.00587839,-0.001860791,-0.004296171,0.000525416,0.009815478,0.000473503,-0.025833248,-0.007059672,0.038501991
IQGAP1,0.002121602,-0.016750393,-0.006207322,0.010526309,0.014634726,-0.015830691,-0.003057892,0.005745438,0.044047308,-0.007331466,0.008400409,-0.033292177,-0.012967243,0.010320225,0.005443362,0.003498692
IQUB,-0.014659663,0.033511027,0.007034348,-0.01352471,-0.00792937,0.00061714,-0.001639562,-0.021327204,-0.008206686,-0.003541943,0.036025395,0.002270543,-0.009648844,0.017526774,0.008232624,-0.001427083
IRAK2,-0.030626187,-0.00229682,-0.024814804,0.0012523,-0.016590978,0.010974163,-0.015154678,-0.018956772,0.019570278,-0.001194664,-0.015103525,0.012232229,0.005290184,-0.005741493,-0.00201351,-0.018387569
IRF4,-0.033281786,0.007339587,-0.028027134,-0.007581988,0.004536469,-0.003943626,0.000859388,0.02105304,-0.012161516,0.003272661,0.005558628,0.001584514,-0.002056448,-0.001951076,-0.011410515,0.003208342
IRF6,0.033769852,0.010117821,0.008202107,-0.007151386,0.015803371,0.000204123,-0.00079988,0.019774159,0.022610618,0.013952854,-0.009314667,-0.015828831,-0.007266706,0.001150244,0.005699021,0.008864825
IRGM,-0.004807217,-0.003953451,0.019808379,0.017087609,-0.020977988,-0.025235081,-0.035779324,-0.006257535,0.024463624,-0.012013673,-0.000871475,0.021760479,0.027169524,0.02141942,0.004616915,0.024470287
IRS1,-0.016713311,-0.025033297,0.01321053,-0.000938545,0.012194588,0.02145699,-0.017849592,-0.00666805,-0.002357772,0.000887395,-0.003639243,0.020887465,-0.020405533,0.014356096,-0.010030847,-0.013027586
IRX4,0.000917729,0.016353458,0.006556576,-0.027239441,0.013729896,0.00543428,-0.02002393,-0.01633608,0.005858229,-0.035439059,-0.013869129,-0.014007724,0.004043824,0.031605039,-0.00392332,0.014095921
ISCA1,0.023275275,8.44E-05,-0.020681204,0.02746848,-0.009219255,-0.002463944,0.017622777,-0.016815984,0.014043369,-0.013948679,0.028851595,-0.020217041,0.003307461,0.025069136,-0.021454248,0.020737449
ISG20,-0.022186013,-0.022231773,-0.004024917,-0.033997832,-0.016559277,-0.018588588,-0.004011776,0.018835183,-0.001146265,0.00509036,-0.013101252,0.000950949,-0.006249286,-0.003849472,0.020209554,0.003557922
ISG20L2,0.005417535,0.011405834,0.00353531,0.016877084,0.04483488,-0.023158523,0.026404385,-0.00867744,-0.021405111,-0.015438627,-0.008000257,0.015891669,0.007025876,-0.03505513,-0.014449832,0.001342175
ISL1,-0.009845866,0.00282481,0.007297746,0.004475662,0.006422836,0.023510161,-0.021906769,-0.033585547,0.016321198,0.002698699,-0.008597172,-0.05792195,-0.012442284,-0.014083384,-0.022699455,0.001413848
ISOC1,0.004823822,0.025958758,0.023420574,-0.020609795,-0.003628822,0.02190088,-0.013301585,-0.004890759,-0.00176272,0.014766683,0.016084272,-0.014876357,0.000374988,0.017483687,0.010888448,-0.040056393
ISOC2,0.002997359,0.033879961,0.012357248,0.010683601,-0.009094904,0.023075,-0.01519618,0.009339599,0.011238779,0.004965859,0.025306514,-0.001432399,0.000205053,-0.01994646,-0.031214786,-0.009254497
ISX,0.003311449,0.00707755,-0.027793491,-0.007126392,0.01797215,-0.008672511,-0.028606065,0.03223293,-0.00494844,0.040268205,0.004970731,-0.024431914,0.014188919,0.028125847,-0.023957612,-0.009490539
ISYNA1,0.017222728,-0.004557122,-0.000382901,-0.015761681,0.001150293,-0.016885688,-0.051335105,-0.032739808,0.003269333,0.002718034,0.004025154,0.005609304,0.008512111,0.018264147,-0.029210797,-0.010612396
ITGA5,0.017610291,0.003613386,0.025792422,0.03102363,0.016757432,-0.002680778,0.010072388,0.010219677,-0.014628299,-0.019674027,0.021815429,0.007865708,-0.019725612,0.017599605,0.007332332,-0.015253494
ITGA7,0.025192148,0.000435562,-0.028260467,0.014832835,-0.011601849,0.001217371,0.015603101,-0.002518818,-0.004776959,-0.019817748,-0.000506631,0.017126387,0.011221946,0.020959364,0.013897279,-0.026846526
ITGB3BP,-0.002503043,0.021653291,0.008611784,0.004026058,-0.007804402,-0.0442212,-0.022736755,-0.043809275,-0.010560503,-0.016237913,-0.016359115,-0.014979394,-0.007591163,-0.007785328,-0.005453632,0.008474978
ITIH2,0.019226117,-0.011214524,-0.014241793,-0.020547546,0.035499032,0.014466678,-0.033990565,0.008766336,-0.010319985,0.002681046,0.006948838,0.017943525,0.005848324,-0.000202858,0.000221732,-0.01177302
ITIH5,-0.027855954,0.01573703,-0.023655934,0.009987066,-0.001365343,-0.012025062,0.013955262,0.001078464,0.010055703,-0.01748542,0.031577525,-0.011123749,0.022473232,-0.014217373,0.008118233,-0.006366277
ITLN1,0.001756677,-0.008404199,0.016977147,-0.001046691,0.011022013,0.034084814,0.012856037,-0.026109857,-0.043339114,-0.012330809,-0.035923074,-0.014203896,0.013008296,0.009806692,-0.011108996,0.008124981
ITPK1,0.007758243,-0.006347539,-0.002239803,-0.003949557,-0.001377223,-0.004594783,-0.051857385,0.011614337,-0.011787769,-0.004166162,0.010293473,-0.001333428,-0.00357239,-0.013922204,0.00457021,-0.017003
ITPKA,0.014791925,0.021537053,0.02913023,0.02003573,-0.001169868,0.021263106,-0.023912759,-0.007963552,-0.006532788,0.017890143,0.002580643,-0.026534858,0.000774935,0.000667307,-0.011157037,-0.004816591
ITPKC,3.21E-05,0.012954872,-0.002848707,0.010038409,-0.006492381,0.040437426,-0.003488026,0.007075792,-0.0077881,-0.011208164,0.009830436,0.005524903,0.001586873,-0.002584162,-0.001250149,0.01690159
ITPRIPL2,-0.012650066,-0.015868236,-0.007208453,0.017241701,-0.04135256,0.016669109,0.004472706,0.017837289,0.003884909,0.01797903,-0.011560026,-0.023097521,0.016200794,-0.027862842,0.018585034,0.00860483
ITSN1,0.014332233,0.02565902,-0.032876489,-0.004497003,-0.001621291,0.00041534,0.000239899,-0.001225905,0.016753421,0.001138877,0.007033752,-0.011509407,0.024482787,-0.021432096,0.002314924,-0.023814367
JAG1,-0.016149973,-0.013312362,0.027372493,-0.002263074,-0.022833919,-0.001462427,-0.000163873,0.044202545,0.008639702,0.006768813,-0.017926379,-0.014417222,-0.014516866,-0.009281595,0.023703215,-0.007529259
JAK2,-0.021031408,-0.028175387,0.016354873,-0.022130358,-0.002273796,0.003383572,0.002039869,-0.013106827,-0.009677531,0.010753825,-0.012820796,0.008502213,-0.010843692,-0.000431434,-0.005938548,-0.018130308
JAML,0.008804907,0.017056131,0.033686365,0.020298709,0.016880671,0.008421612,-0.031251366,-0.005403146,0.007902847,0.006897384,0.029875454,9.83E-07,-0.022078613,0.017029375,0.002619704,-0.001788069
JCHAIN,0.02426223,0.018247087,-0.00109022,-0.008247469,0.01498292,-0.004311384,-0.030267419,-0.012297337,-0.014413703,0.010107189,-0.000970394,-0.012388092,-0.000808317,-0.026041201,-0.003823337,0.000667539
JRK,-0.00673991,0.040086678,0.025002536,0.003924605,-0.002622097,-0.011558532,-0.005189368,-0.013418562,0.000229208,-0.005840318,0.011325783,0.00126732,0.009121559,0.000321406,-0.002507692,0.007093349
KALRN,0.023520473,0.007087631,0.014441093,-0.020865983,-0.016357629,0.013355657,-0.019235375,0.009742685,0.011713161,-0.012556603,0.017789555,0.0300796,0.012036323,0.022799494,-0.017827281,-0.007464855
KANK1,-0.009242133,-0.010510134,0.014221788,0.025734335,0.040872105,-0.01532055,-0.0047845,0.012430364,-0.003908543,-0.020926595,0.0319214,0.016947876,0.010610921,0.023527763,0.008696692,0.003875672
KANSL1L,-0.006007786,0.026606692,0.00770798,0.007806237,0.007255538,-0.023232039,0.030288115,-0.001776532,-0.000318121,-0.012929979,0.047364051,0.019111633,-0.005898866,0.023240654,-0.00125419,0.003331778
KARS,-0.003946063,-0.023857999,0.037843766,0.023690993,-0.027287138,-0.01663368,0.00579434,-0.008259418,-0.0060391,0.007393989,-0.010687158,0.009926118,0.003586093,0.003501692,0.019833215,-0.002388049
KAT2A,0.017644244,0.010010751,-0.03381781,-0.00394114,0.013783424,-0.003534239,-0.010287256,-0.01209807,-0.008528381,0.009071323,0.012449985,-0.035029882,0.043469119,-0.012815675,0.007523878,-0.011284885
KBTBD11,-0.009175221,0.01533273,0.012750651,0.028526011,-0.000857071,-0.018711538,0.009934333,0.01463594,-0.020904806,-0.005666361,-0.022629172,-0.010023873,-0.026187651,0.000676492,-0.015233741,-0.012777117
KCNA5,0.021486026,0.00647392,0.01119131,0.009375068,0.014079345,-0.039646153,-0.015675701,0.007681033,0.042145976,0.009751318,-0.009247503,-0.012940363,0.016130142,0.016258727,-0.020880624,0.010116856
KCNIP2,-0.009680796,0.027967602,0.010865778,0.002823584,-0.00142311,0.014046595,-0.014984381,0.043573234,-0.007769749,0.008815002,0.003207523,0.028480612,-0.018727387,0.016173791,-0.016867136,-0.010611587
KCNIP4,0.017199521,0.000470729,0.002314003,-0.006109176,0.0196881,0.036687038,-0.011802862,-0.027756436,-0.003760906,0.016161512,0.025752336,-0.042146103,0.017953343,-0.020757694,0.012915095,-0.007294454
KCNJ13,-0.0011588,0.011595961,-0.002723714,-0.015920697,-0.005862768,-0.032051802,0.009442213,0.007071128,-0.005891747,0.014416715,-0.019664173,-0.051653,-0.007438316,-0.043813241,0.000898716,0.013434161
KCNJ15,-0.026720282,-0.006945098,-0.039039214,0.003095907,-0.012961403,0.00993373,-0.014035253,0.006965713,0.00975358,0.016313726,-0.011862273,-0.008031533,-0.002028369,0.000825024,0.00282148,-0.020424016
KCNJ16,0.003880242,0.003506932,0.032701615,-0.016214173,0.002449745,0.008408282,0.017116467,-0.024092082,-0.030794211,-0.004848868,-0.019506622,0.015919548,-0.000110448,0.009245326,0.006329176,0.012833832
KCNK1,-0.010322192,-0.017889948,0.030369557,-0.044468636,-0.004779105,0.000405066,-0.003121487,0.017214511,0.01601491,0.00346045,-0.004580319,-0.012511247,0.00754373,0.005041232,-0.004807445,0.00758259
KCNK2,-0.006574733,0.008633583,0.017054948,0.015552982,-0.026468857,0.001977156,-0.016142918,-0.022285916,-0.018631398,0.001236373,-0.047454912,0.025838046,-0.028880545,0.005970285,0.000925843,-0.019025495
KCNMA1,0.002339314,-0.000602111,0.017967156,-0.002141833,0.011064363,-0.007279711,0.021923719,-0.034727296,-0.031328412,0.001441301,-0.023289359,-0.024457843,0.030419441,-0.016567229,-0.000755937,0.030399267
KCNU1,-0.022797274,0.0257783,-0.005977958,-0.018073247,-0.004682372,-0.02365028,-0.003269662,0.016673054,0.014027178,-0.004068505,-0.019172334,-0.007288732,-0.01295288,0.003969016,0.017856184,0.014237702
KCTD1,-0.005343268,0.024020956,-0.020095207,-0.004376737,0.015954978,-0.017974527,-0.044083367,0.001079227,-0.000154754,0.02323976,0.004088064,-0.002813077,-0.003786463,0.011630879,-0.030512867,0.006717641
KCTD12,-0.009854176,-0.009650906,0.005976125,0.0351281,0.04221085,0.009817049,-0.014196725,-0.013965229,0.004419275,0.023282109,-0.024997938,0.008079667,-0.024628089,0.010256873,0.020991713,-0.005590657
KCTD17,0.00202465,0.008771418,0.007747684,-0.002895052,0.017766637,0.017669163,-0.006714276,0.007570423,0.001939183,-0.034630943,0.00047732,0.004991671,0.022699813,-0.004091712,0.033774433,0.008736558
KCTD21,0.032852916,-0.01107064,0.008886171,0.012666743,-0.022658259,-0.004565234,0.014277616,0.005255845,0.011003945,0.001817689,-0.003643274,-0.012744379,-0.012712891,0.00915032,0.009677791,0.021598341
KCTD3,0.033587492,0.001207325,-0.000755328,0.022728974,0.016509745,0.018288884,-0.011410129,-0.004440295,0.010599573,0.004755834,0.000123649,-0.010327181,-0.003200992,-0.016511697,0.011104414,-0.011334908
KDF1,0.017845746,-0.00394028,-0.010558695,0.017892468,0.021504821,-0.044537767,-0.004011699,0.014016762,0.021303485,-0.013748458,0.011488232,0.015851415,0.007273872,-0.009766578,0.01828509,-0.010423498
KERA,0.002494976,0.028370158,0.021507334,0.008073448,-0.002395185,0.017151357,-0.018913412,-0.001116199,-0.003158631,0.007241832,0.026286372,-0.020170777,-0.029441259,-0.008138513,0.010300276,0.001935173
KHDRBS1,-0.004647032,-0.019259381,0.018556747,0.036804243,-0.02323579,-0.023442011,0.016309306,0.005988886,0.002114198,0.015690061,0.009902678,-0.010346259,-0.015059829,-0.011994973,-0.005960479,-0.027887469
KHDRBS3,-0.014312102,-0.009784023,0.029202612,0.017741785,0.027588684,0.014814431,0.019781507,0.010608863,0.004004016,-0.027182202,0.01424005,-0.012497019,0.015541983,0.031437752,-0.000513943,0.007196198
KHK,0.013369761,0.004512737,-0.006128085,-0.031227155,-0.03383982,-0.009906593,0.013661895,-0.00251959,-0.014199092,-0.020202159,-0.01050163,0.024396623,-0.041158841,-0.016765738,0.0215656,0.007777754
KIAA0319,0.023585949,0.005215879,-0.003015912,0.029370756,-0.00650588,0.022568874,-0.008411123,-0.005395899,-0.02706404,0.017354869,0.014997959,-0.025028405,0.025015702,-0.009101145,0.010509716,0.001908282
